customer_key,customer_unique_id,customer_city,customer_state,customer_zip_code_prefix
23966,3f8ef4c434a66d6ab43f81fd35380e8a,almirante tamandare,PR,83503
23967,3f8f42bd3277d3483aafe9b39cf930a1,rio de janeiro,RJ,22783
23968,3f903ae26d5419e71b3eae9201f54c85,ribeirao preto,SP,14020
23969,3f912e65396ae2aa2ea4fda9b6b4b4d1,sao paulo,SP,04216
23970,3f913149a9967e7dbb5e2b9ad307d718,rio de janeiro,RJ,22420
23971,3f915483f465fd1db2736065b0295d37,piracicaba,SP,13400
23972,3f92c58b07328c96c4b8a8175bdbff63,belo horizonte,MG,30360
23973,3f92c696e9b3d2f871fb771eb98b5dcd,rio de janeiro,RJ,21831
23974,3f92cb2c68fd2cf3739143147003d165,estevao de araujo,MG,36596
23975,3f92f9a537646f57f47b0f1415c7654c,praia grande,SP,11706
23976,3f93ad0985a6bc7bfe8f351bbe726ae4,manhuacu,MG,36900
23977,3f944ce702eb99a7c0335daa04aa336e,maringa,PR,87023
23978,3f94aa715c1fbf7fa123eb0e79db991f,araxa,MG,38183
23979,3f94c1f7e2d1dfcf8a46d01efe28abc3,belo horizonte,MG,30130
23980,3f961646b93a3da95277e321e3197be8,anapolis,GO,75131
23981,3f96ad6e136439eaf4e575561067a196,brasilia,DF,72145
23982,3f96ec9fd3b78b09de19e97f366189c1,canaa dos carajas,PA,68537
23983,3f97fa38eb164cf852487312f1c72b26,duque de caxias,RJ,25243
23984,3f99fbd5a9e07a2868de26712702330d,cotia,SP,06716
23985,3f9a12be03c6cf19fb1d9f7e4dc8da0b,rio de janeiro,RJ,20520
23986,3f9afb82f703cbe10ab61bd519b48f2c,osasco,SP,06112
23987,3f9bb1cc786f6a4ecfd6b3d868d39357,itabirito,MG,35450
23988,3f9bf0cdc9acdfc5d60a8cdbee567cc2,natal,RN,59086
23989,3f9d987156fddc08ef77f52d1a15c073,mogi-guacu,SP,13840
23990,3f9de4e584f4860b145d95ac29c06ea1,rio de janeiro,RJ,21930
23991,3f9df44e4442173d83d9126b0f70e2c2,sao paulo,SP,05416
23992,3f9e51fcbc55e13979c880f315f6d12f,guanambi,BA,46430
23993,3f9e88e7d158e60e9746e20bfa4c3fb0,rio de janeiro,RJ,22735
23994,3f9f72d774b3bed3ea342333dee1ea64,imbituba,SC,88780
23995,3f9f86a6984d8f632c8bd9ab3a11dcd6,sao paulo,SP,02352
23996,3f9ff8f1962a7992624ebb251252b537,rio claro,SP,13501
23997,3fa14374b8e4e4c1015ee6d6a0313607,sao paulo,SP,08373
23998,3fa16d8874f2b067c9349d26dcccb61c,campo grande,MS,79071
23999,3fa1c17af99ac89a176ecf62649d30bc,maua,SP,09360
24000,3fa39af66a46090b460b8ef8cbb42331,fraiburgo,SC,89580
24001,3fa4a92541ef6c8fbf23dfce89e1bfb7,rio de janeiro,RJ,23090
24002,3fa4c52daf1171b5f51edd48a525881d,sao paulo,SP,05618
24003,3fa626c46f413742865a2cbfa914bb80,recife,PE,52051
24004,3fa91cfccc63518b93970bebfd232365,sao paulo,SP,08210
24005,3fa92e145b040515fc173a120cf81304,aparecida de goiania,GO,74922
24006,3fabb2d53935aee311d331d0f0480da2,porto alegre,RS,91310
24007,3fac83cb7c32b84c91900aae136e22b2,rio claro,SP,13504
24008,3facab1a12e0eb0c5d648b309a26a19d,santa cruz do prata,MG,37815
24009,3facecb23e94a029d3ed9f8370e16249,goiania,GO,74353
24010,3fad6653f88bd60e670e9b21e98a2d4e,sao paulo,SP,05436
24011,3fadefd1174756e2c337993b1c476e8d,santarem,PA,68005
24012,3fae5c023cb95af9fe32d14b52bc14a6,catanduva,SP,15802
24013,3fb027e76956264c3c08d618588d4668,sao paulo,SP,04729
24014,3fb0fe2ee1c9a5df51ccb196f448b51a,campos dos goytacazes,RJ,28024
24015,3fb1672507c668998549f7c91cbe932b,vargem alegre,RJ,27155
24016,3fb316b932251d79d4bf4778964c2acb,suzano,SP,08615
24017,3fb3392ad1e29e9f1b7a9d0a4db7040b,campina grande,PB,58433
24018,3fb33fc70468a4e2ed17033b1306d00f,barra do pirai,RJ,27115
24019,3fb3e3b56833cd350b0a57f14c89418e,itajai,SC,88310
24020,3fb69c9b0644f40f55168ca72a7b01e3,rio de janeiro,RJ,20911
24021,3fb6c7027ba2df577cb5f20fda647e6d,braunas,MG,35189
24022,3fb80e5a15ee99f980e70bdbc858dabd,contagem,MG,32050
24023,3fb97204945ca0c01bcf3eee6031c5f1,monte alto,SP,15910
24024,3fba55633dfddf07245c270abb82519f,sao bernardo do campo,SP,09760
24025,3fba55aea1228dc8d60cbf9245c4b72e,caieiras,SP,07717
24026,3fbb62c633a2594527e7763c94a45f6d,contagem,MG,32341
24027,3fbb860eeb7e62b5c86a72544aa874b7,santa luzia,MG,33030
24028,3fbba924a0d59d3483cdb5fe5234445d,diadema,SP,09921
24029,3fbc2ea2ade77b5d9c47c5d16500cb9d,rio de janeiro,RJ,22231
24030,3fbdb765b8e1d5608f2621ef4b8ab863,sao paulo,SP,04537
24031,3fbe5c847861e240fd6800517172694b,sao bernardo do campo,SP,09780
24032,3fbf389fec853963ba6644b0091ac939,sao paulo,SP,03407
24033,3fbfe52c6c944c599e2c369e2a12ca72,campinas,SP,13042
24034,3fbfe90197db709a78d7e0eaabe0aac0,santana do sobrado,BA,47310
24035,3fc033ed99a69646ac510af8c33be70a,salvador,BA,41925
24036,3fc19a1a15d5d29c01c2f687bd497d00,sao paulo,SP,04875
24037,3fc2292112ca0cfe78318b9ce6593e30,currais novos,RN,59380
24038,3fc30bf5709327985d411df069da8287,rio de janeiro,RJ,21620
24039,3fc348f5f598443996bc826c5160b417,paulista,PE,53403
24040,3fc38cc525568f74580977683ec6d4ad,rio de janeiro,RJ,22760
24041,3fc38da1985b9e820504f0ad51abc8d1,sao luis,MA,65057
24042,3fc3fe30f14b0eed5a5b99a1832656d1,sao joao,PR,85570
24043,3fc557057f34435f5aec6298ce5f5bc8,sao bernardo do campo,SP,09760
24044,3fc63a1cff1beeaf62fff26f695de143,maua,SP,09321
24045,3fc82d674da816bcfb001f19e4732557,brasilia,DF,70640
24046,3fc87b547ae5ffb957ce62db0f550643,itapevi,SP,06657
24047,3fc881ba6f32960bea06860018c0e790,pindamonhangaba,SP,12403
24048,3fcbe63cb72e63b891d14167dfb5f45e,rio de janeiro,RJ,20250
24049,3fcc3e5057e055c2c6371508e92f8b48,joao pessoa,PB,58013
24050,3fcc50bc5c467b2e71ea7c00a790829b,nova iguacu,RJ,26278
24051,3fcc7f6873ab2c06ecdb73dc55f576df,manaus,AM,69037
24052,3fcc995279b3ef5e452cbc40e06aef5b,sao jose do rio preto,SP,15060
24053,3fcda7fdc267ed83fb83433cce147c18,ouro branco,MG,36420
24054,3fce5d537624ff9bd1460cd32c60f09e,santos,SP,11040
24055,3fcf8b3ed9dcbce128bcbdb66c122225,belem,PA,66095
24056,3fd04a79bdf442099c2a9556daad3735,santos,SP,11090
24057,3fd1cd4e9f4ca2e7e81718c1642a5a6f,sao bernardo do campo,SP,09750
24058,3fd20a8058ec79d00ff807c0e5d91d61,oeiras,PI,64500
24059,3fd3b02a024077119a1865322f11421f,alagoinhas,BA,48030
24060,3fd4500414d3a4a5abb9a2083bfcd832,malhador,SE,49570
24061,3fd5327c98bc13e8f578acbff87a47ad,sao paulo,SP,02636
24062,3fd65efd12ff0821df1aa3ce881acece,joao ramalho,SP,19680
24063,3fd6764780fd9bcfb3c433fa5875b52d,sao paulo,SP,04052
24064,3fd678676acfd7898c46faee091713dd,esteio,RS,93290
24065,3fd7c033b9809fe0d4536b4ea3b1e0dd,rio de janeiro,RJ,23525
24066,3fd88e8dcac55f1e51d6c70be672ed3d,lencois paulista,SP,18680
24067,3fd9e671495c52739c5f0b896f01b88c,porto alegre,RS,91796
24068,3fdc39171d444e1a1cd4da98ac2e4adb,curitiba,PR,81250
24069,3fdd5f758dedbccffc537354946aa3b6,itabira,MG,35900
24070,3fde62a45bdc97d762c7be33f7c4f62c,matias barbosa,MG,36120
24071,3fde7f0e201f955c897b57d00e5f20dc,ceres,GO,76300
24072,3fdec2a408b9c56d7305c1d2a1986fb5,santa vitoria do palmar,RS,96230
24073,3fdf793a17d8931a76a0aab637ca318a,ponta grossa,PR,84070
24074,3fe0f4c04c1d1e668e5b733b7e344520,marilia,SP,17516
24075,3fe205252c153bf71775e1fe3a198e57,sao jose do rio preto,SP,15045
24076,3fe21e99079faf8150493fc8d9a2112c,jaboatao dos guararapes,PE,54440
24077,3fe3e0d408b68fa56e91134d1fa11b7e,sao paulo,SP,03057
24078,3fe3e628c6c7a15ae96416826a4c5952,poa,SP,08562
24079,3fe413dde400746c53c5d0d38b266ca2,resende,RJ,27516
24080,3fe5b106203678800ce9f58dbdcfba02,campo bom,RS,93700
24081,3fe678665ed174230c56f10c156b20db,rio de janeiro,RJ,20511
24082,3fe6e0ec04e3f210fccc62a5fda8a6a0,fernandopolis,SP,15600
24083,3fe77d4d4a0d8193e91d54e26a927964,jundiai,SP,13211
24084,3fe8b1731df7e23549702e13262d1e45,campos dos goytacazes,RJ,28030
24085,3fe9c4f303300029e31d5f92d8228075,sao paulo,SP,04941
24086,3fec1a05177762f279472253113d568a,recife,PE,50050
24087,3feced2b9b23cb72910eefa3c9c3ba52,vila velha,ES,29118
24088,3fed19e15a61d255abd1b1ddd4c16c2a,joao pessoa,PB,58013
24089,3fed79a43b6e656d60902b3f30049c70,taio,SC,89190
24090,3fedde6a647a5e0894c004f7b1526369,teresina,PI,64028
24091,3fedeeaeef471bd822f9381d87a46102,sao paulo,SP,01227
24092,3fee181a16778a8dec8eaf2470c6cd3f,sumare,SP,13170
24093,3ff01063b5e9ac29b967bac52fa3fd33,belo horizonte,MG,30660
24094,3ff01695f6fb04a15736096f673156dd,ferraz de vasconcelos,SP,08538
24095,3ff16e3eeba36e0cc8bd8950d7c43cbe,campos dos goytacazes,RJ,28030
24096,3ff28a914fbd045b41607afc27dc9b15,sao paulo,SP,03080
24097,3ff2c5fbda0952d5b0a7f32aa0437e8e,barueri,SP,06460
24098,3ff2cd81fc957790d81d52be091615c3,itajobi,SP,15840
24099,3ff2ef675976b10fea529399149fa887,sao paulo,SP,02944
24100,3ff318d12225f5cc81c6062ec7e9c01a,bom despacho,MG,35600
24101,3ff3b854d58df986a7ec208b80a89cb3,sao paulo,SP,08295
24102,3ff3f06b6b23ed561eef02dab57b5970,santa rita do sapucai,MG,37540
24103,3ff45f223bb4d6fc772a38ad5a7b1b33,niteroi,RJ,24240
24104,3ff476e6fd1e17745bbc2957b8cde956,cuiaba,MT,78058
24105,3ff4c32e851bed66b14cdc46ab01cfab,cornelio procopio,PR,86300
24106,3ff588bdd4f8baaaec2c3edaae484c4c,sao paulo,SP,03042
24107,3ff672e35097cfd7e1cc43ef64cf4906,vicosa do ceara,CE,62300
24108,3ff7348e1688263b4d6cf7ff9f7a525b,belo horizonte,MG,30240
24109,3ff840376bfe78bf6a9e6e01ae0b9ead,rio de janeiro,RJ,22230
24110,3ff874206f1d7d1e3ffe12bc9c88c27c,porto alegre,RS,91781
24111,3ff9132b9f4a7e46118e5347c765f77b,rio de janeiro,RJ,23035
24112,3ffa6b58e047a85a07f78160132b918d,mogi das cruzes,SP,08775
24113,3ffacb53c40311db8fd3827edd3d47b3,teofilo otoni,MG,39804
24114,3ffb100308ef25b3fd4da2cd0a258360,porto alegre,RS,90640
24115,3ffba26704fa2e86a463c2a295332dec,recife,PE,50730
24116,3ffc9e7d9a645567da4f2fbd6a01aafc,francisco sa,MG,39580
24117,3ffe2cd1b6dd115eea664606df762ac8,assis,SP,19800
24118,4000003be716f8c05985d56019bedc60,sao paulo,SP,02064
24119,400028a363e9857f1e56833f2be713a5,rio de janeiro,RJ,22780
24120,400125915a44697e2fbc6370dea0ddbb,itajai,SC,88309
24121,4004558a5632322cec6dfba9cd8f3cf3,salvador,BA,40296
24122,4007669dec559734d6f53e029e360987,divinopolis,MG,35501
24123,4007a2d7f7a4fee746b203c1320c5408,florianopolis,SC,88070
24124,4008bb8eea2a5c2e193d0173aed366a0,poa,SP,08560
24125,400b925fa2cc2455139b1fe094c45829,patrocinio do muriae,MG,36860
24126,400c70d473adf47f916c13b71976f8f8,sao paulo,SP,03206
24127,400c8e8063481d1eae8f277f5c0de85b,santos,SP,11025
24128,400cf532ea26ce3c6c44ddea44202ab6,mogi das cruzes,SP,08737
24129,400daa679781b12bbf6afc67a9d9b96c,santo antonio de posse,SP,13830
24130,400df589d04ddd4d8216f1457f814416,rio de janeiro,RJ,22795
24131,400e73e6c1b24742691e9d13bb84aa03,presidente prudente,SP,19020
24132,40103192bfb097e6c0eeea0124df7dd6,recife,PE,52011
24133,401035dc57a4e9568436320e4edcd985,rio de janeiro,RJ,20751
24134,4011b7579e894fa929d2de97b4928f41,campo grande,MS,79091
24135,40122235f51e359cc585c558ab783646,sao paulo,SP,04571
24136,401272e2f56d17950edddab21c632e56,novo hamburgo,RS,93336
24137,4013fe69a1a2188578ab19e62529acb6,rio de janeiro,RJ,20520
24138,4014011cbde007f272fd29a0f2787c52,patos de minas,MG,38706
24139,401534231b445c25538b4e02e2a3e077,contagem,MG,32070
24140,40163091ee73ffaa57448cb8e21a2615,sao jose do rio preto,SP,15041
24141,4016ff368c1014abe23940f9f847674b,ribeirao preto,SP,14098
24142,40177afd8aa414d3cf4a9140a8f39641,sao paulo,SP,02462
24143,4018d00e27a20cd31fab5178ca1c8a15,rio grande,RS,96215
24144,4018dfd7ddd89df122db84f6279a4864,divisa nova,MG,37142
24145,401a006331c06b4b0c8830f87c13eb6a,rio de janeiro,RJ,20260
24146,401a630eaf116b46bb2b0a2d13245e16,osasco,SP,06268
24147,401ac46c41b69c91c61f47f04ff73c4b,vargem grande paulista,SP,06730
24148,401acc153c4c5058a9fbf5332375aa19,lages,SC,88501
24149,401da002e87b8f5700cb44af044ca0bc,porto velho,RO,76804
24150,401dc2378f8a66cde29dd6840adf03cf,fortaleza,CE,60714
24151,401e5d473cc485c39f2be9c02120c1e7,tres de maio,RS,98910
24152,401e6fe43283a50076215582afded7e1,paulinia,SP,13140
24153,401eabb874cf1d6c26a62418c186e15f,sao paulo,SP,03989
24154,401f04c5c71087ab774f6db7b8297068,biguacu,SC,88160
24155,401f0aa41e779f38bf9cf13356a6e631,jundiai,SP,13214
24156,401fabffd89807919df5e20ae723b249,cascavel,PR,85817
24157,4020ee17d153efbce7e65c1397020826,sorocaba,SP,18071
24158,4022d9bb079c8bd731329585eed79bac,mogi das cruzes,SP,08742
24159,4023332a1f99da8f3fca0549c6b501f0,cuiaba,MT,78043
24160,4023f2039151d32536b10b3e5c0442db,curitiba,PR,81510
24161,40248387afb610ac2dde8f020efe6a88,blumenau,SC,89037
24162,4024cc557c7862b59ed5b36d9e004861,vinhedo,SP,13285
24163,40252e08bcaf6258ee91b34e6b16adde,itamonte,MG,37466
24164,4026f7d0145275eb838ef552b889c0ec,brasilia,DF,71928
24165,40273ffa07a72fa7b3195d3c5d495925,rio de janeiro,RJ,22031
24166,40278d2c324f238620cfa88e741bde1e,feira de santana,BA,44085
24167,4027d57ca215adf6c9231b6aa55d24a1,contagem,MG,32285
24168,40291b25c9e8d74b7c2e03d64ce31187,osasco,SP,06020
24169,402a7717482f5f9be79614db6042aef0,porto uniao,SC,89400
24170,402a9b2b56cef00317f59368398222bc,campo alegre do fidalgo,PI,64767
24171,402c4b871c252bc20148f7cf9bd344ea,macae,RJ,27943
24172,402c7eeb9ac6af31f06e55b3c9a9b799,braganca,PA,68600
24173,402cce5c0509000eed9e77fece8056e2,ico,CE,63430
24174,402d0d7ccf49dc61ac47966f5cc06b70,campinas,SP,13087
24175,402df6868e2eb532373ab4f244017aae,taboao da serra,SP,06764
24176,402f04a5afba423bb9741487b3b0a09f,jacarei,SP,12327
24177,402fa6c2fbb4c87c51862c52440b4736,tubarao,SC,88701
24178,402fe16e226070631384acab29adb95c,paraiso do tocantins,TO,77600
24179,403154a2422a93ddc845eef120374d97,contagem,MG,32372
24180,40317a394c047692f51599811ba5234c,diadema,SP,09990
24181,4031ca058d30671147202f985822840d,paulinia,SP,13146
24182,4032ffc3b3b744f6c292d862cea3fca2,sao paulo,SP,04313
24183,4033743727f6f81808e2f7e4409deefb,buenos aires,PE,55845
24184,4034aa08d48695a538b7030910aae5d5,palhoca,SC,88137
24185,4036863bd00a3f284f0bc41cdb8e704b,sao paulo,SP,05335
24186,40380848dfe50455e7802e3b2cd9350a,francisco morato,SP,07910
24187,40386918bff25787189628d04176f7bb,cidade ocidental,GO,72880
24188,40388ab8abb1da0bc5fd3da3f0a73bcf,mogi das cruzes,SP,08773
24189,4039b151e0eb6614313bc87b7875f2be,nova friburgo,RJ,28605
24190,403b48e743f8d0c417dae2af624c25ba,curitiba,PR,81470
24191,403d192b27efcef2c942515c32b09d57,campinas,SP,13098
24192,403d72cc5dd9bfa30defea6449ded536,brasilia,DF,72410
24193,403da270f61ac988b1ab9c5daaa4612c,sao paulo,SP,05330
24194,403e1f2bcf10b3cbb11f8573c7ecc5c2,contagem,MG,32013
24195,40408a392234feaa78f1c57ca5914b94,sao paulo,SP,01409
24196,4040fee2ac5e5335a8059e297ff1ecd6,sao paulo,SP,03169
24197,40418d42f6fe097b451c29318f01e357,itapecerica da serra,SP,06853
24198,4041baa51d9eae8f5955ccd4f02bb044,contagem,MG,32210
24199,4041ea3e48950e323139bc93e290c059,sao jose dos campos,SP,12230
24200,4041f44c61c6327503be738f0e9ff7f9,suzano,SP,08673
24201,4042d0f5f5eb09cd4edf6eb701532ada,aracatuba,SP,16021
24202,404436dadaa167dd17f2cbb44d9f45b3,sao paulo,SP,03808
24203,4046cc9e4828038b58ee191e1f713466,sao paulo,SP,04213
24204,4046dcaec262a138a8d2e0ea01960ee4,rio de janeiro,RJ,22631
24205,404721791bd62c74b452d8518a4ed132,paripiranga,BA,48430
24206,40478d5c91f6793a6c880e207804ebd8,maua,SP,09371
24207,40480b822a64c501298bcd915a4d141c,juiz de fora,MG,36010
24208,404843ede841e1ba79254d10fc2c6755,japeri,RJ,26470
24209,40499c54ed0f69e730b9596af397f886,divinolandia,SP,13780
24210,4049ac72de67031ce1c0c59e281ef897,sao paulo,SP,03343
24211,404a868c6db476dcf82e844de7103ecb,porto alegre,RS,91410
24212,404c70b8b40b5fd8cab20f8d5093cc86,camaragibe,PE,54771
24213,404cff864766c22ae5918af70c2d15e4,sao paulo,SP,05126
24214,404d57883f40c539e764bb5c2a3a7b62,sao bernardo do campo,SP,09726
24215,404d8f4801d857e0ac94751b9c8d3238,maracas,BA,45360
24216,404d906a46f3843a1cff9ec72feaa151,belo horizonte,MG,30210
24217,404e06330a17fcbf34d1e64651e822b4,novo hamburgo,RS,93336
24218,404e415d2dc63f769916d23ba8040386,uberlandia,MG,38405
24219,404f3056215c60c4cc05356eb63ae53a,sao paulo,SP,04146
24220,4050ab1fc484eccabb4479c214985342,belo horizonte,MG,31365
24221,4050d7329dec5a860319b7cabc183827,rio de janeiro,RJ,22070
24222,4051ab470e8991f98669105fe5ea7141,franca,SP,14400
24223,40528ba81da6d8e106bb9a7b68723dda,guarulhos,SP,07144
24224,40531f4f22cbbc7e1b43af10f140697b,franca,SP,14404
24225,4054ad62b54915599d9add2e14f213b0,campinas,SP,13050
24226,4054e1e82fd95a834500737c196bf542,coronel fabriciano,MG,35171
24227,405565b9106ccb1e32ab1c2b023b9e21,sao paulo,SP,08461
24228,405769fdc16ce7a1c0b26f91e96665b7,rio grande,RS,96200
24229,40594794ab94ef383504b759584bcb0a,rio grande da serra,SP,09450
24230,405bedd4c250e8f823a8cb72be35111f,campo maior,PI,64280
24231,405c248372dfb62b13889271b58fa2b2,santo andre,SP,09090
24232,405f1175ae2417fb0afcbb89f5b45bdc,cotia,SP,06715
24233,405f3ae3f5a9f64c6fb1ed20707e5c18,sao paulo,SP,04305
24234,405f45b1bd4820a68c040a07210d0d51,estreito,MA,65975
24235,405f59f925c8fd8a9a1ce7f2aa1fe7b1,brasilia,DF,72250
24236,405f6492f9044e2046871cab35da8702,sao paulo,SP,03977
24237,405f6a0f60d44b5ad32044970938191f,sao paulo,SP,01224
24238,4060244805a6821143f3760bc784fbe5,itauna,MG,35681
24239,40610ee696b6cef76765f5dba81cca16,santana de parnaiba,SP,06526
24240,4061733648992ce400e802aee518bdfe,sao paulo,SP,04005
24241,406320e6ebec9d9f83e8245417447221,recife,PE,51270
24242,406369948f16d70aaebad59a87541dba,braco do norte,SC,88750
24243,406479d2bb19ea97166fc87a21b24d73,porto alegre,RS,90010
24244,4064f4c4e548c2cbd2209e08b8cc3c84,tubarao,SC,88704
24245,40654830cdca92052fad5f13d092c65d,muriae,MG,36883
24246,4065b9716a5b8a8bbb1f21c164268dee,porto alegre,RS,90035
24247,40663febf13039cfd595a421b083e91b,conceicao do rio verde,MG,37430
24248,4067ba7df47a2bcb753ae5f7530fc7cc,sao paulo,SP,03361
24249,40682a6bda55c041ac28f77b0818868a,sao paulo,SP,01307
24250,406a1ba5fdcd424df15806a036414d61,salvador,BA,41760
24251,406aefddac1b54a36022ef32ffe6ed5f,florianopolis,SC,88058
24252,406b3f44f5f94a0bd14d6672e0de4266,sao goncalo,RJ,24416
24253,406be519eb0e8e09692ddbe0a551eee1,macae,RJ,27916
24254,406bf961029dda3572bfe1846b3baa56,rio de janeiro,RJ,22250
24255,406c403a3a24a8ab043b84bca52eb343,barueri,SP,06412
24256,406d771477be10699ab32e7383fc858f,jordania,MG,39920
24257,406eaf0a85fab1b40836838894662be2,cuiaba,MT,78053
24258,406ef26b128bb9a0468d0ae3de6514a9,votorantim,SP,18111
24259,406f6e67573dcb7b81325409778a1116,rio de janeiro,RJ,20541
24260,407098d0c6c3cf83908cdc4316dd66b1,cruzeiro,SP,12701
24261,4071d48a2d0d0bf179c06fc42b962e1f,jaragua do sul,SC,89260
24262,40730ca1af9742bd0bdbcef270ff4c76,para de minas,MG,35660
24263,407312c8cd35affd61b35e18e7462453,rio de janeiro,RJ,22775
24264,4075675c06e08a380daf50d5e0ddba78,sao roque,SP,18136
24265,407666270779394ff161e5723c1144ca,sao sebastiao,SP,11628
24266,40769bc3677cca7d4648972391818d2e,osasco,SP,06147
24267,40774d861c6ca4cc0139739a04d930a8,campinas,SP,13010
24268,4077a40612134036793b718373ff7700,brejo bonito,MG,38738
24269,4077fcb87fb654d7fcb5c96b649415c4,itabirito,MG,35450
24270,4079d39cb3fdea47201540107c1673dc,franco da rocha,SP,07804
24271,407a0311c65a4dd0206f479d59ac47d2,brasilia,DF,70734
24272,407a5174f1f623ad22257b00b8f8c770,porto alegre,RS,91787
24273,407a6773db6e845737d04a6e27e653b4,assis,SP,19804
24274,407aae22e9afdd8f5d7071d81c16e705,campinas,SP,13057
24275,407cecec220843cbc38024fc40f3017f,rio de janeiro,RJ,20511
24276,407d48573b14b83f43721a9ddc910249,rio de janeiro,RJ,20720
24277,407dd82599ee3d552a284beb5ecff0ad,porto alegre,RS,90430
24278,407df822bff6d1364294d856c08db879,recife,PE,50720
24279,407f6b0b42fa5505bb7eadd1b6c79a95,guanhaes,MG,39740
24280,407fa16a7b4705356b6b3ad62721dad7,bandeirantes do tocantins,TO,77783
24281,408024184eb1b7469dc8726300583027,osasco,SP,06192
24282,4080c1ebb0a347ae1cdc497e54b2e886,rio de janeiro,RJ,20081
24283,408196258b5052a4a13c4f262e12ba30,caruaru,PE,55014
24284,408269108b8921c13ae1ef727c5ca4cb,sao paulo,SP,08370
24285,40827da7ee4d0f486cf722781a36eab0,rio de janeiro,RJ,21311
24286,4082945bc678aa17c3305c6f98f02010,taboao da serra,SP,06753
24287,4084df7fe43c4c85d4ea20cc422eb630,niteroi,RJ,24220
24288,4085ed7290215b10cd71708101f5aef1,campinas,SP,13043
24289,408604325b96735d6dbed039246efd64,sao paulo,SP,03317
24290,40869b13ac99c716ffdd80b9df43e110,brasilia,DF,72460
24291,408794595e11dd23ea46bc7dc110ae9a,sao paulo,SP,04026
24292,40880e9c58d916a5a908452615a3c191,monte azul paulista,SP,14730
24293,408824e155b544df61cfa5dc5e700625,sao paulo,SP,05414
24294,40885dd316c09b61d617c93798233e1b,paulinia,SP,13140
24295,4088d727b87d3606748cf6e69fbf6dda,rio de janeiro,RJ,22793
24296,408910ff66cefc502b81722cd9e4aeea,campinas,SP,13098
24297,408a225630a7b19b4cdaefb4a03f84d9,praia grande,SP,11723
24298,408aee96c75632a92e5079eee61da399,rio de janeiro,RJ,01317
24299,408b1dc1bf28c3245e5eca9097e14b9f,sao paulo,SP,08240
24300,408bafb8bc6b6c59e16f88d55ee598b7,pacaembu,SP,17860
24301,408cb3e09282d6705f2887f824ded5ee,londrina,PR,86084
24302,408cf687d61ea9854b5621fe6320f179,sao paulo,SP,03313
24303,408d1227fdad76c0cc0c03f202f4a6eb,palmas,TO,77015
24304,408e9f55a292bbdde5a16b455b5d9f05,xaxim,SC,89825
24305,408f8fa1bcd2f7f9c759d891c622f58d,colombo,PR,83408
24306,408fcdee252316a1f5bece0b1e9c343a,joinville,SC,89216
24307,4090db2dfb40ecb087c4b67571d50d97,francisco dumont,MG,39387
24308,40921126ef2b8273269c1647d0336b78,carapicuiba,SP,06365
24309,4092bf290aa60e4f2d4a0dcc2f38c954,sao paulo,SP,01009
24310,4093226671a7fef20920692b9093c6c6,sao paulo,SP,08420
24311,40932da19d41cf442221346e24db2cae,salto,SP,13327
24312,409367b1a051437ef0d5ddb568ed5bd1,nova iguacu,RJ,26220
24313,409379e6e577c89589dade402e6c2522,alegrete,RS,97542
24314,409468484199e5925bb4a71075e3163a,brasilia,DF,70865
24315,4095106fa4df8e377a44cd7dc86593a5,sao paulo,SP,04514
24316,40959c9d5a8b0e7c45973c4444841830,sao paulo,SP,04204
24317,409717419af694c5f26f50b9b50714f2,sao paulo,SP,04444
24318,409860ded7cc6991af6cb0d155260dda,brasilia,DF,72140
24319,4098fcef7bb6340f9e8b05c29b938d56,sao paulo,SP,03244
24320,409b996c8372c05f6d81b6fb46b095fb,osasco,SP,06036
24321,409b9ad422d4c4268bce0365f6e3fd38,criciuma,SC,88803
24322,409bcfa83da6df1f47ab78ab48d353a1,rio de janeiro,RJ,22441
24323,409cb030498f575d1c941cecaf1d2a06,sao paulo,SP,02716
24324,409e8a6295a7d058f80414c3437fb4d4,rio de janeiro,RJ,20771
24325,409fcb2cab28b569f410d1bfe4918a5e,castelo,ES,29360
24326,409fd577bc2f7f6046d077ec56678abc,santa cruz das palmeiras,SP,13650
24327,409fffcdaf4d0eb689458f1df6b2c240,sao caetano do sul,SP,09530
24328,40a01c0e311a2ab2fe2c62fa17e602af,cristina,MG,37476
24329,40a04f5967ed1b1676064fe5542a0eff,sao paulo,SP,04321
24330,40a09d9ceaa2b711f08bb3bcb25d3703,lencois paulista,SP,18681
24331,40a0d0ab497152d487c6f59a27830c98,juiz de fora,MG,36081
24332,40a0dbd020711f857b4231af1a289fd2,guarulhos,SP,07124
24333,40a277232810967ded1a5a55d2a50cf4,sao paulo,SP,04809
24334,40a58e3ea78adca74875537aebe03905,campina grande,PB,58430
24335,40a6951b70d47bd1adddb4cf7c5e5d97,rio de janeiro,RJ,22631
24336,40a8a222280826e2de19cb02a7675489,sao paulo,SP,04806
24337,40a8eb09f689cfb16640682009d7403b,porto velho,RO,76811
24338,40a950e96fbd7a92a06d347bdf69482e,camboriu,SC,88345
24339,40aa675201863fe2a78cc40c3ab74609,francisco morato,SP,07985
24340,40aa7c86550b02c4f65d3e5ca344c7d6,rio paranaiba,MG,38810
24341,40aa913af937bbbc02ece78ad1306a28,sao jose do rio preto,SP,15055
24342,40ab3e4a058e03da00c83586c4001193,joao pessoa,PB,58057
