fact_key,order_id,order_item_id,customer_key,product_key,date_key,geo_key,order_status,price,freight_value,total_payment_value,avg_review_score,is_canceled
10674,185bb8598892fb8715f771ea136623d1,1,95508,7572,700,7726,delivered,199.90,16.15,216.05,1.00000000000000000000,f
10675,185e7ea81e4cf0fc1d2f4e8e38e8e7e3,1,21576,13371,879,14140,delivered,839.99,65.94,905.93,5.0000000000000000,f
10676,185e9cacef8c11db7ae713ba0ac68895,1,30110,28829,699,6478,delivered,139.00,23.29,162.29,1.00000000000000000000,f
10677,185f3c88eb92d5b40f579ab414bcad89,1,95482,24330,772,2265,delivered,56.99,12.74,69.73,5.0000000000000000,f
10678,185f9c92a4ee09b897dd441dd4c45a71,1,34424,4864,714,9852,delivered,159.90,18.37,178.27,4.0000000000000000,f
10679,185ff6b80b6fa8165bfb804f4f3b186e,1,29209,32001,704,5002,delivered,156.00,8.35,164.35,4.0000000000000000,f
10680,1860bb27ce7233f70443a1abacfca7a4,1,27934,1561,664,5209,delivered,149.00,18.29,167.29,5.0000000000000000,f
10681,1861e4e81b5e158dc1b6007cd95a61cd,1,16452,17960,858,7782,delivered,18.90,37.04,55.94,,f
10682,1863ea0df317ace17a6b6021020c2fd8,1,72904,16326,432,116,delivered,39.90,10.96,50.86,5.0000000000000000,f
10683,186479344a69b9f7b3135a60364d4243,1,28538,2308,525,15082,delivered,65.00,34.25,99.25,4.0000000000000000,f
10684,1864e41539736858aa1100d27cf3f34c,1,2771,8145,784,5537,delivered,79.90,13.58,186.96,2.0000000000000000,f
10685,1864e41539736858aa1100d27cf3f34c,2,2771,8145,784,5537,delivered,79.90,13.58,186.96,2.0000000000000000,f
10686,18651239aa9e038a2e9e9f69557175f9,1,74737,28886,787,3144,delivered,34.90,9.34,44.24,5.0000000000000000,f
10687,186517d0eb6786c1a45e1af8ac30cd28,1,49748,25590,546,3499,delivered,49.00,14.10,189.30,5.0000000000000000,f
10688,186517d0eb6786c1a45e1af8ac30cd28,2,49748,25590,546,3499,delivered,49.00,14.10,189.30,5.0000000000000000,f
10689,186517d0eb6786c1a45e1af8ac30cd28,3,49748,25590,546,3499,delivered,49.00,14.10,189.30,5.0000000000000000,f
10690,18655e8acc771fadb130bf3048a5589e,1,78913,22478,928,15574,delivered,64.99,60.74,125.73,5.0000000000000000,f
10691,18668c1a8328478efec728fc614c3b55,1,15266,10377,490,4126,delivered,143.80,18.30,162.10,3.0000000000000000,f
10692,186748dbc47f9d6cf119fe3ce8be3ea7,1,33068,4551,765,277,delivered,146.99,37.12,184.11,5.0000000000000000,f
10693,1869017c844a8734ceb468c7da13a88e,1,13651,26464,407,18176,delivered,1221.03,25.39,1246.42,5.0000000000000000,f
10694,186a0845cd1b679057c8b0ea86931e2f,1,26147,30137,931,1326,delivered,692.00,13.00,705.00,5.0000000000000000,f
10695,186a454110404a0ad7994b2853592901,1,88479,29796,420,8280,delivered,19.90,14.52,34.42,5.0000000000000000,f
10696,186ab35ad2c07d4b35781c8bb314cbd9,1,15991,10390,944,9721,delivered,69.90,18.59,88.49,5.0000000000000000,f
10697,186ac860f8928db64590e1fdd744c9f5,1,51987,30151,798,9543,shipped,52.00,22.94,74.94,1.00000000000000000000,f
10698,186b94634429b12c00204e57cfaf60ca,1,89811,32064,698,4364,delivered,69.90,16.25,86.15,5.0000000000000000,f
10699,186bf8bd19e28345e618ad39706928bd,1,67705,31677,899,6569,delivered,220.99,20.74,241.73,5.0000000000000000,f
10700,186c43c492d0813457a0da8ee78ef748,1,74471,16249,683,15197,delivered,39.90,34.15,222.15,5.0000000000000000,f
10701,186c43c492d0813457a0da8ee78ef748,2,74471,16249,683,15197,delivered,39.90,34.15,222.15,5.0000000000000000,f
10702,186c43c492d0813457a0da8ee78ef748,3,74471,16249,683,15197,delivered,39.90,34.15,222.15,5.0000000000000000,f
10703,186d50e82bb60fc547f3dbf7aa6f6f8a,1,24030,24077,962,2096,delivered,44.90,8.47,53.37,3.0000000000000000,f
10704,186d853ccb29e4bc2470952ec61dbb39,1,90254,10665,925,4813,delivered,79.00,14.85,93.85,5.0000000000000000,f
10705,186e07e37d4253c4aaab5f2aa0cf4136,1,5090,2741,429,16265,delivered,64.90,14.21,79.11,5.0000000000000000,f
10706,186e57039f508947e4bdc91cf933b1bf,1,74153,8614,655,18651,delivered,59.90,17.67,155.14,5.0000000000000000,f
10707,186e57039f508947e4bdc91cf933b1bf,2,74153,8614,655,18651,delivered,59.90,17.67,155.14,5.0000000000000000,f
10708,186e84bd74bc46e35d08618b33f828f1,1,67023,13727,911,12446,delivered,28.99,19.11,288.60,5.0000000000000000,f
10709,186e84bd74bc46e35d08618b33f828f1,2,67023,13727,911,12446,delivered,28.99,19.11,288.60,5.0000000000000000,f
10710,186e84bd74bc46e35d08618b33f828f1,3,67023,13727,911,12446,delivered,28.99,19.11,288.60,5.0000000000000000,f
10711,186e84bd74bc46e35d08618b33f828f1,4,67023,13727,911,12446,delivered,28.99,19.11,288.60,5.0000000000000000,f
10712,186e84bd74bc46e35d08618b33f828f1,5,67023,13727,911,12446,delivered,28.99,19.11,288.60,5.0000000000000000,f
10713,186e84bd74bc46e35d08618b33f828f1,6,67023,13727,911,12446,delivered,28.99,19.11,288.60,5.0000000000000000,f
10714,186efcd656d8ac4332156f594df02572,1,45076,30342,581,7498,delivered,749.00,90.40,839.40,3.0000000000000000,f
10715,186f042cdce95c754951633686eb1dc5,1,70577,16326,445,16036,delivered,34.90,16.05,50.95,3.0000000000000000,f
10716,186f1bcd133540f30b81866e159ea4c1,1,24941,1838,813,14985,delivered,59.90,15.30,75.20,5.0000000000000000,f
10717,186f1e57fee9e20849f58439056655a8,1,95340,17936,945,4995,delivered,10.00,7.39,17.39,4.0000000000000000,f
10718,186f651321d21b2a793c4cd866b7b62b,1,80290,18945,586,6204,delivered,45.95,11.85,57.80,5.0000000000000000,f
10719,186fc1aa898961515ca374b0a320f6e8,1,60213,15833,774,7128,delivered,209.90,18.72,228.62,1.00000000000000000000,f
10720,186ff84d5b5b50a2d790cabc5800b9d1,1,71894,19671,881,5618,delivered,77.98,13.91,183.78,5.0000000000000000,f
10721,186ff84d5b5b50a2d790cabc5800b9d1,2,71894,19671,881,5618,delivered,77.98,13.91,183.78,5.0000000000000000,f
10722,187014511c3530fd1ee56733d975f14a,1,54079,24330,914,1283,delivered,56.99,13.98,70.97,4.0000000000000000,f
10723,1870435c92e656773aba0cb7b5a49b26,1,90391,7786,893,5879,delivered,35.00,13.83,48.83,5.0000000000000000,f
10724,18706eb4e0b3e500ece5690acaefb220,1,79518,5526,780,1490,delivered,69.90,12.83,82.73,1.00000000000000000000,f
10725,187098e4e124f41f3a325782e3c372ac,1,69889,14711,955,5748,delivered,72.90,14.09,86.99,4.0000000000000000,f
10726,18709a2aef5a66689133dba02a13e5eb,1,11056,24855,493,7202,delivered,38.50,16.11,54.61,5.0000000000000000,f
10727,18709eaac22345a27e1027cd4900b554,1,75924,15298,952,6641,delivered,92.00,35.36,127.36,1.00000000000000000000,f
10728,1871117e3b468a4dc29c82849099069b,1,20099,7424,746,5096,delivered,16.00,11.85,27.85,5.0000000000000000,f
10729,1871b7e8d5edaa09867ed17d91b0d9e1,1,1676,22614,732,9465,delivered,109.90,20.01,259.82,5.0000000000000000,f
10730,1871b7e8d5edaa09867ed17d91b0d9e1,2,1676,22544,732,9465,delivered,109.90,20.01,259.82,5.0000000000000000,f
10731,1871eea34c05e21129b1a6a25e0ec985,1,38792,4485,632,5011,delivered,8.99,11.85,41.68,4.0000000000000000,f
10732,1871eea34c05e21129b1a6a25e0ec985,2,38792,4485,632,5011,delivered,8.99,11.85,41.68,4.0000000000000000,f
10733,1873fcb129d137537b45d35990b5d734,1,52230,19743,487,3857,delivered,89.90,11.24,101.14,4.0000000000000000,f
10734,1874385b2e1267b83f06520d354ae9fd,1,45593,1125,828,14438,delivered,19.89,7.71,27.60,2.0000000000000000,f
10735,18744489f4f9774fa36be74698e7bc8f,1,70079,27973,750,17294,delivered,87.00,20.10,107.10,5.0000000000000000,f
10736,187530cc7669030a3535f758f769165d,1,21431,9137,431,4742,delivered,29.90,10.96,40.86,5.0000000000000000,f
10737,18764fc087692375474d650fd8eda879,1,35596,22357,652,8047,delivered,69.90,25.77,95.67,4.0000000000000000,f
10738,1877896ffdee42ba8ea0d397fb9ece25,1,9718,31279,828,6584,delivered,29.99,18.23,48.22,5.0000000000000000,f
10739,187866e696f75b2a1383f04953c53cd6,1,67632,13662,634,6123,delivered,134.00,18.19,152.19,5.0000000000000000,f
10740,1879b2219f6eeb88592378483e06c702,1,48610,26611,798,15771,delivered,18.90,17.06,35.96,1.00000000000000000000,f
10741,187a17302afec3ad360e610e19e455cc,1,76226,516,929,2090,delivered,24.99,7.44,32.43,5.0000000000000000,f
10742,187bccd4e95e2d51f099e6174311283f,1,29972,3267,897,9332,delivered,22.32,13.50,35.82,2.0000000000000000,f
10743,187c20e7849e29f8582a8945283a6f01,1,62112,25441,896,6576,delivered,199.90,27.70,227.60,5.0000000000000000,f
10744,187d43c69480f7f8d6fa58d4aacea5ee,1,39157,7080,615,6836,delivered,59.90,17.67,77.57,5.0000000000000000,f
10745,187f46dc8413d66bb854de95b004d9b3,1,43119,28498,824,1920,delivered,251.51,16.64,268.15,5.0000000000000000,f
10746,18803fd773602aa97d59a2d49369ee1f,1,41657,18133,494,7771,delivered,160.00,21.52,181.52,5.0000000000000000,f
10747,188135ade1438eb61ba3913a7acc5801,1,17963,14069,714,6063,delivered,349.90,19.70,369.60,5.0000000000000000,f
10748,18827f4a6a534ed3eae539fe6f17a1b1,1,94686,27992,745,1109,delivered,138.50,18.22,156.72,5.0000000000000000,f
10749,1882b3d31fb4a660930adb0ba04e8680,1,2030,25631,770,7519,delivered,65.00,17.70,82.70,5.0000000000000000,f
10750,188368c093f06fe58e813bd61137b3e1,1,11825,3483,652,14701,delivered,59.90,25.70,85.60,5.0000000000000000,f
10751,18837d7b525922b9023193325e574a6c,1,73572,30671,750,16534,delivered,144.99,18.26,163.25,5.0000000000000000,f
10752,1883a089d3c8c6c4068e31b8802672bc,1,76298,30229,616,17976,delivered,19.90,15.11,35.01,5.0000000000000000,f
10753,18846e52fc8a87bb5f3e3b353940b320,1,81033,9888,718,4370,delivered,84.99,9.41,94.40,5.0000000000000000,f
10754,18868acb1d9411827ee09a01ced20833,1,6392,8142,753,16315,delivered,129.49,14.66,144.15,5.0000000000000000,f
10755,1886d25a5ec0c9494c99ef246359cde6,1,31645,736,927,7769,delivered,31.90,15.32,47.22,5.0000000000000000,f
10756,1887b26eba419ce20f6fe34a6f88e80a,1,260,15342,484,9314,delivered,209.90,21.55,231.45,5.0000000000000000,f
10757,1887d0f6362cc8dd05b9c7764fe627b7,1,18867,14656,810,10094,delivered,31.99,27.08,59.07,4.0000000000000000,f
10758,188804952924592ac0678c7ab1b42860,1,13350,28169,955,13794,delivered,59.99,37.33,97.32,5.0000000000000000,f
10759,1888f26c742f0f49046de7b25b975fc1,1,5232,15072,642,17325,delivered,89.90,25.47,115.37,4.0000000000000000,f
10760,1889186724ca4001eccd1dab24cae9bf,1,47275,30127,929,7840,delivered,59.99,21.72,81.71,4.0000000000000000,f
10761,1889699f134c9af589ab3415c75f0a04,1,73955,29783,629,6723,delivered,179.00,15.00,194.00,4.0000000000000000,f
10762,18898a06fcd1e440c28bd18943ea0e92,1,6700,12752,901,7978,delivered,108.90,23.56,132.46,4.0000000000000000,f
10763,188a143816707d77b3976b77d4c0966d,1,1409,3312,570,13765,delivered,138.00,49.99,187.99,5.0000000000000000,f
10764,188b477021751fb5423a18b77aed2dd0,1,32865,20705,846,5600,delivered,121.00,27.71,148.71,5.0000000000000000,f
10765,188c0980749c33160b4a6a711a58349e,1,24959,5693,739,8884,delivered,89.99,16.39,106.38,5.0000000000000000,f
10766,188c13d1aa80d3a7ffc208eb983bf267,1,64750,22401,485,5563,delivered,550.00,64.21,614.21,5.0000000000000000,f
10767,188c1ef63c6dd2e06120da3ca750e86c,1,32302,7742,638,6180,delivered,105.00,21.22,126.22,5.0000000000000000,f
10768,188d4eda8fa5f046fce1c7c8a309f61f,1,69875,26853,914,974,delivered,69.99,8.65,78.64,5.0000000000000000,f
10769,188dd1b2a12d06a4d0ba5ca87ff47efa,1,72982,5123,874,4529,delivered,17.80,12.79,122.36,5.0000000000000000,f
10770,188dd1b2a12d06a4d0ba5ca87ff47efa,2,72982,5123,874,4529,delivered,17.80,12.79,122.36,5.0000000000000000,f
10771,188dd1b2a12d06a4d0ba5ca87ff47efa,3,72982,5123,874,4529,delivered,17.80,12.79,122.36,5.0000000000000000,f
10772,188dd1b2a12d06a4d0ba5ca87ff47efa,4,72982,5123,874,4529,delivered,17.80,12.79,122.36,5.0000000000000000,f
10773,188e0ceeddc1fff39d55d96545c912c2,1,60810,4665,913,7137,delivered,20.00,15.24,35.24,1.00000000000000000000,f
10774,188e8c3184383f5eee9e40255048191b,1,12037,28901,406,3517,delivered,104.90,15.94,120.84,4.0000000000000000,f
10775,188ee57c8c41550345490675b44167be,1,48525,17629,642,8729,delivered,539.00,21.02,560.02,5.0000000000000000,f
10776,188f31b5ce7e58114dc03f7d6289f9a4,1,43649,17492,897,11841,delivered,740.00,77.77,1635.54,5.0000000000000000,f
10777,188f31b5ce7e58114dc03f7d6289f9a4,2,43649,17492,897,11841,delivered,740.00,77.77,1635.54,5.0000000000000000,f
10778,18905a8655f8255bf50d2eeadce2641e,1,85223,17477,756,11294,delivered,12.90,17.63,30.53,5.0000000000000000,f
10779,18914d929964317dc0a002fcbbd70d06,1,20594,13430,816,18444,delivered,22.99,18.23,41.22,4.0000000000000000,f
10780,18917193c2d4f159daff7df3b208d22e,1,11842,29722,780,5424,delivered,22.99,11.85,34.84,5.0000000000000000,f
10781,18931048107af46874dd4bfd3e5a8aae,1,45431,15376,827,5003,delivered,168.90,15.27,184.17,5.0000000000000000,f
10782,18937b40506fdcbd3016fa5dea59cbd5,1,66861,23825,508,4027,delivered,139.90,29.77,169.67,4.0000000000000000,f
10783,1894d82dee0829455132dc62056cd7da,1,47255,4864,746,4878,delivered,199.90,18.65,218.55,4.0000000000000000,f
10784,18956b40b774d6384c8539cd61784bd7,1,58797,7080,893,17539,delivered,49.90,41.33,91.23,5.0000000000000000,f
10785,189622f157848ba3ed54191c7538e07e,1,89819,8857,580,210,delivered,134.99,9.76,144.75,5.0000000000000000,f
10786,1896be39bd2157ea3a1aefc50140ceb7,1,55741,16082,733,587,delivered,169.90,10.00,179.90,5.0000000000000000,f
10787,1896e8b8fd196151559b02e31e98ce89,1,79421,30314,799,13307,delivered,35.00,19.48,108.95,4.0000000000000000,f
10788,1896e8b8fd196151559b02e31e98ce89,2,79421,30314,799,13307,delivered,35.00,19.48,108.95,4.0000000000000000,f
10789,1896eb87ee7c0749928d79d5ed329e02,1,28997,14527,763,2119,delivered,74.90,9.74,84.64,5.0000000000000000,f
10790,189711984919a2bdda375153d796d096,1,78200,10493,548,10095,delivered,26.00,17.92,43.92,3.0000000000000000,f
10791,18972fa50ade81fa4f43586d2a26992f,1,74992,17767,703,466,delivered,192.00,15.43,512.87,4.0000000000000000,f
10792,18972fa50ade81fa4f43586d2a26992f,2,74992,28485,703,466,delivered,290.00,15.44,512.87,4.0000000000000000,f
10793,18974292ee839a7a7038699422e6cd39,1,63476,30403,694,6513,delivered,39.50,15.11,54.61,5.0000000000000000,f
10794,18987d9e9060c343e5ed6e796aab9189,1,57666,22113,874,5107,delivered,69.90,0.00,69.90,5.0000000000000000,f
10795,18987e54897a1baddde716aa4a01639c,1,66869,32194,439,672,canceled,114.50,12.19,126.69,1.00000000000000000000,t
10796,18995b654ef8f346243a4a9e0b278164,1,35584,6644,943,2165,delivered,115.99,22.11,138.10,5.0000000000000000,f
10797,18995da0f41134f344ebeb2e97965d2d,1,50087,21748,971,6375,delivered,58.20,7.83,66.03,5.0000000000000000,f
10798,189a53cf93264d51ff7b5a92601c7a34,1,14543,26460,660,4415,delivered,19.99,7.78,55.54,5.0000000000000000,f
10799,189a53cf93264d51ff7b5a92601c7a34,2,14543,26460,660,4415,delivered,19.99,7.78,55.54,5.0000000000000000,f
10800,189a789106a7456d348ba7ebf920586c,1,85011,26050,434,8990,delivered,189.99,15.50,205.49,5.0000000000000000,f
10801,189ad27f3364ce624ac4cf440388ec81,1,4537,14069,754,9638,delivered,349.90,21.69,371.59,5.0000000000000000,f
10802,189ae4e1cde214b94b2311aec85f39e3,1,63234,1004,556,15815,delivered,45.90,17.92,63.82,4.0000000000000000,f
10803,189b3afbf782ff8ab44477e006153155,1,65919,22725,773,9442,delivered,39.00,16.11,55.11,4.0000000000000000,f
10804,189ba95d81c72d1250e45df72f8acaa4,1,44587,17606,847,1894,delivered,72.23,14.59,173.64,1.00000000000000000000,f
10805,189ba95d81c72d1250e45df72f8acaa4,2,44587,17606,847,1894,delivered,72.23,14.59,173.64,1.00000000000000000000,f
10806,189c034bd0ef4966a8f86ed7b5df5797,1,95260,11290,567,6279,delivered,29.99,11.85,41.84,5.0000000000000000,f
10807,189c15784564492070ee3f1c8dbef1cc,1,2362,8456,815,1937,delivered,79.90,15.44,95.34,5.0000000000000000,f
10808,189c5481e0ff2e96da113dfe289b88bd,1,52743,29564,848,4818,delivered,148.00,9.91,157.91,5.0000000000000000,f
10809,189ce876121fdc47b810933fb0b4f4bd,1,81591,1518,694,6670,delivered,49.00,17.64,66.64,5.0000000000000000,f
10810,189e75e25de4939a240746314c77f656,1,24529,18577,734,4529,delivered,80.00,12.83,165.65,3.0000000000000000,f
10811,189e75e25de4939a240746314c77f656,2,24529,5660,734,4529,delivered,59.99,12.83,165.65,3.0000000000000000,f
10812,189e8f0e3028e1de97281fd91d4318fe,1,26252,16326,481,8077,delivered,34.90,14.52,98.84,3.0000000000000000,f
10813,189e8f0e3028e1de97281fd91d4318fe,2,26252,16326,481,8077,delivered,34.90,14.52,98.84,3.0000000000000000,f
10814,189eace082b66e404c26e75f43bbccfc,1,67264,154,897,8176,delivered,52.70,27.32,80.02,5.0000000000000000,f
10815,189ed3ed53bacad70ac9471176b0f26c,1,91395,18297,790,936,delivered,52.00,8.72,121.44,5.0000000000000000,f
10816,189ed3ed53bacad70ac9471176b0f26c,2,91395,18297,790,936,delivered,52.00,8.72,121.44,5.0000000000000000,f
10817,189ede25eb8522abcbd3592d08811f85,1,28294,14194,593,7809,delivered,219.99,60.09,280.08,5.0000000000000000,f
10818,189f4fd5230d4cb9093778f1fe5545dd,1,55624,31927,926,5681,delivered,79.90,14.14,94.04,5.0000000000000000,f
10819,189f6ebeadf450bb5abaff2b8a55ffd2,1,49071,3258,701,7537,delivered,133.40,15.66,292.22,5.0000000000000000,f
10820,189f6ebeadf450bb5abaff2b8a55ffd2,2,49071,21336,701,7537,delivered,127.50,15.66,292.22,5.0000000000000000,f
10821,18a0085788733945772c772b19bceed7,1,32425,10868,841,4119,delivered,106.90,0.00,106.90,5.0000000000000000,f
10822,18a157fb5a99a76e5819433e7df0b1a3,1,11436,11629,848,8889,delivered,129.97,33.42,163.39,4.0000000000000000,f
10823,18a1c68dfdce96e96b0faf031deb6b67,1,71923,19835,693,18216,delivered,59.90,15.18,75.08,5.0000000000000000,f
10824,18a2975cf60c93ee6d1b866f3f040633,1,66082,29222,641,5116,delivered,40.00,17.60,57.60,5.0000000000000000,f
10825,18a346f32bfaf63cbc64aa283488d8d7,1,73069,15545,867,2854,delivered,89.90,16.60,106.50,3.0000000000000000,f
10826,18a3784d31f9cf5e372cd05c15ce1502,1,32621,66,599,11731,delivered,59.90,34.22,94.12,1.00000000000000000000,f
10827,18a3de7f374fa61dc8962d9f000a57d7,1,89842,25514,961,19000,delivered,49.50,19.54,69.04,5.0000000000000000,f
10828,18a4fa1a7c0e324a18cc81cdf6bc577a,1,22113,971,574,1424,delivered,69.00,12.82,81.82,5.0000000000000000,f
10829,18a5254b4a88faa21f6d9c53abc79924,1,82562,7327,835,7611,delivered,44.90,18.23,63.13,1.00000000000000000000,f
10830,18a8340e8091e1cec53fad4f26e66a4f,1,80529,10386,945,8386,delivered,69.99,23.29,93.28,5.0000000000000000,f
10831,18a83c7532fc2dc3a10fd55ff3655588,1,88226,32447,572,5141,delivered,116.90,16.45,133.35,4.0000000000000000,f
10832,18a8bb432be9ac26b2115d500adf86bc,1,85100,22733,796,9204,delivered,149.94,67.42,217.36,5.0000000000000000,f
10833,18a9398e5e966aab086a3cdd0053e0b2,1,17020,23611,731,18730,delivered,128.80,77.92,206.72,3.0000000000000000,f
10834,18a9c1f948e1b0500785565ef4041b85,1,65423,2795,903,17304,delivered,23.99,15.27,39.26,5.0000000000000000,f
10835,18a9ccf08fbcc3c0bf4ad9ceb583f2b6,1,33149,9739,552,18407,delivered,79.90,17.81,97.71,5.0000000000000000,f
10836,18ad70ae2189f1e18a644ab94300c46f,1,4154,22479,769,4062,delivered,56.20,9.94,66.14,5.0000000000000000,f
10837,18af086e1527bd81145db05cf74a0188,1,87138,31000,467,16783,delivered,29.90,10.96,40.86,4.0000000000000000,f
10838,18af5b4976135b13f239f49dbfaf23df,1,50128,21944,805,2786,delivered,26.00,9.44,35.44,5.0000000000000000,f
10839,18afb926a658a2f8a047e5cffc102bc6,1,30378,14792,796,17804,delivered,65.00,18.33,83.33,4.0000000000000000,f
10840,18aff2402dfe994cc353173909a740ba,1,38963,26484,781,8694,delivered,65.00,18.00,83.00,2.0000000000000000,f
10841,18b0e5ee71617b58ca825b6ea8d94255,1,951,8899,744,4613,delivered,56.00,12.73,68.73,5.0000000000000000,f
10842,18b18d43870f6e620f6852fd33b12117,1,61802,5855,760,18434,delivered,29.90,25.63,55.53,5.0000000000000000,f
10843,18b284ddc56750a4971cbf512bab59f3,1,3443,29185,888,8772,delivered,441.00,43.85,484.85,4.0000000000000000,f
10844,18b32669d9e5cbe2038b8080829a2c1f,1,50083,5447,846,5568,delivered,110.00,18.85,128.85,5.0000000000000000,f
10845,18b33f2430f136a8deba8893596a53da,1,93740,17861,952,18401,delivered,75.00,23.33,196.66,5.0000000000000000,f
10846,18b33f2430f136a8deba8893596a53da,2,93740,17861,952,18401,delivered,75.00,23.33,196.66,5.0000000000000000,f
10847,18b3b5404f523379b23e3eed42639acc,1,39493,7688,797,10183,delivered,229.00,62.07,291.07,5.0000000000000000,f
10848,18b5c5e3d06b8ffb3935759ce29393f3,1,74442,17304,512,17268,delivered,167.99,26.02,194.01,1.00000000000000000000,f
10849,18b5dc19d0cf40a8d307902c30296340,1,67827,15575,787,17084,delivered,199.00,16.14,215.14,2.0000000000000000,f
10850,18b63a7615ed42ad3069b47278bdb298,1,29957,16264,509,16885,delivered,59.90,19.66,79.56,4.0000000000000000,f
10851,18b7254a8929c73f21d6f0387bbe9de5,1,53714,24825,914,6468,delivered,129.99,9.25,139.24,5.0000000000000000,f
10852,18b7eabb777a9afcf244fac3c27f3391,1,24161,2655,697,17555,delivered,15.00,15.10,30.10,5.0000000000000000,f
10853,18b9bf2dbee620dc2f5b9d4a747c2819,1,72001,20763,690,7964,delivered,15.00,16.11,31.11,5.0000000000000000,f
10854,18b9fb35499462319a6ca38275f72810,1,14880,8340,767,1445,delivered,349.90,14.79,364.69,5.0000000000000000,f
10855,18ba3d012aee2a0c106807bff9be53c5,1,76680,12543,647,9720,delivered,84.90,14.32,99.22,5.0000000000000000,f
10856,18bab9568c4898babcda154767606442,1,23527,13985,730,3071,delivered,24.50,11.85,36.35,2.0000000000000000,f
10857,18bafb91a9e78b83e54eb5aa495a955f,1,9563,22697,592,6047,delivered,84.90,16.35,101.25,5.0000000000000000,f
10858,18bb1c0caaacf9daae70e0bac6e5956c,1,88120,19932,575,6131,delivered,199.00,17.83,216.83,5.0000000000000000,f
10859,18bb4acb90913593d37049c601660009,1,41,3985,852,15728,delivered,159.99,37.28,197.27,5.0000000000000000,f
10860,18bbbbaeb60911be63bdad20b92fa69d,1,79406,11090,776,18832,delivered,219.90,46.00,265.90,5.0000000000000000,f
10861,18bcbca4b2c948e7653345492627a1cc,1,27707,16166,942,14226,delivered,114.99,34.57,149.56,3.0000000000000000,f
10862,18bf036204cea32b152a8e2a2f2bab40,1,94687,14786,494,3209,delivered,119.90,27.69,147.59,5.0000000000000000,f
10863,18bf6d7136b7e8ac817dc22f36ecbbd5,1,64926,13290,699,17187,delivered,199.90,18.65,218.55,5.0000000000000000,f
10864,18bfcd3049f8effbdf7a7e9b11d07f38,1,91564,17202,618,13359,delivered,39.90,34.15,74.05,5.0000000000000000,f
10865,18bfd88cce0908a86624e1fe45693ab5,1,86293,31761,839,10166,delivered,129.99,19.60,149.59,4.0000000000000000,f
10866,18c0e47466dfe911dac270d92d6f55b5,1,43759,10989,528,3158,delivered,205.60,18.15,671.25,5.0000000000000000,f
10867,18c0e47466dfe911dac270d92d6f55b5,2,43759,10989,528,3158,delivered,205.60,18.15,671.25,5.0000000000000000,f
10868,18c0e47466dfe911dac270d92d6f55b5,3,43759,10989,528,3158,delivered,205.60,18.15,671.25,5.0000000000000000,f
10869,18c1040bac4b6a31a10b6d4201072ce2,1,42204,23285,860,14563,delivered,29.99,15.23,45.22,5.0000000000000000,f
10870,18c14405d85b9ee6e478d71514276be4,1,84021,13043,763,5261,delivered,92.90,16.28,109.18,5.0000000000000000,f
10871,18c2124c3874f480651069f1f8c9b903,1,33233,16945,692,6601,delivered,45.90,16.14,124.02,5.0000000000000000,f
10872,18c2124c3874f480651069f1f8c9b903,2,33233,1004,692,6601,delivered,45.90,16.08,124.02,5.0000000000000000,f
10873,18c2175899ae0ea38308dec32efffc22,1,64462,11069,824,17640,delivered,98.44,18.57,117.01,1.00000000000000000000,f
10874,18c3417287d1c86d7176f72fe1110be3,1,82516,11730,557,9721,delivered,16.99,12.48,29.47,4.0000000000000000,f
10875,18c3c1366ee83a4162a2eefe7bb66f23,1,34198,22113,811,14888,delivered,69.90,20.06,89.96,1.00000000000000000000,f
10876,18c48366114e65c415b2c19448f7c146,1,55919,31313,630,8746,delivered,36.90,16.11,53.01,2.0000000000000000,f
10877,18c4a899f72e91da02c87e3242cfbe77,1,64210,15564,788,6715,delivered,119.90,57.51,177.41,1.00000000000000000000,f
10878,18c643cade587cd125b3a56377985cac,1,69186,19743,788,5085,delivered,86.90,16.24,103.14,1.00000000000000000000,f
10879,18c6d9e50c997847a486a2a627efdfc0,1,75955,27748,836,4923,delivered,57.00,14.49,71.49,5.0000000000000000,f
10880,18c7a26dfefa3c4686770ca98c0819fb,1,14184,3336,763,12583,delivered,45.90,17.63,63.53,5.0000000000000000,f
10881,18c89078cd21364b7ad7f4d652e0cb84,1,81080,10400,656,1630,shipped,25.99,7.78,33.77,3.0000000000000000,f
10882,18c95a0e4c4a3d218d5eda56e235436e,1,31091,17617,810,4400,delivered,39.99,8.29,48.28,5.0000000000000000,f
10883,18c997e8b15aae56ff3f0e3594c29170,1,79955,9837,495,6719,delivered,37.99,14.10,52.09,4.0000000000000000,f
10884,18c9ffd31feb9e895c186827f10f53bf,1,33305,22957,929,6263,delivered,23.92,18.27,42.19,5.0000000000000000,f
10885,18ca340d8c5cef7fba3c9c18efce43e9,1,69625,7777,414,9895,delivered,18.90,14.52,33.42,5.0000000000000000,f
10886,18cbe13511542b17fb381213e324d4e6,1,79024,28820,719,1601,delivered,47.90,11.85,59.75,5.0000000000000000,f
10887,18cc6945eeb0fac797b1e48e96bb7ad7,1,12554,1362,746,3464,delivered,79.98,18.27,294.75,5.0000000000000000,f
10888,18cc6945eeb0fac797b1e48e96bb7ad7,2,12554,1362,746,3464,delivered,79.98,18.27,294.75,5.0000000000000000,f
10889,18cc6945eeb0fac797b1e48e96bb7ad7,3,12554,1362,746,3464,delivered,79.98,18.27,294.75,5.0000000000000000,f
